0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:40.390557	2	00:00:00.29	00:00:04.52	This lecture is about the Word Association mining and analysis.	this lecture be about the Word Association mining and analysis .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772864	145	00:04:57.12	00:05:39.4	Now we've seen this problem many Times Now, and if you recall, it's generally a sum over all the different possibilities of generating the world. So let's first look at the how the world can be generated from the background model. The probability that the world is generated from the background model is Lambda multiplied by the probability of the world from the background model, right? Two things must happen. First, we have to have chosen the background model. And that's probability of Lambda sub B and then the second we must have actually obtained the world W from the background, and that's probability of W given sit out submit.	now we 've see this problem many time now , and if you recall , it be generally a sum over all the different possibility of generate the world . so let 's first look at the how the world can be generate from the background model . the probability that the world be generate from the background model be Lambda multiply by the probability of the world from the background model , right ? two thing must happen . first , we have to have choose the background model . and that be probability of Lambda sub B and then the second we must have actually obtain the world W from the background , and that be probability of w given sit out submit .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772875	169	00:05:40.09	00:06:30.9	OK, so similarly we can figure out the probability of observing the world from another topic. A topical theta sub k. Now notice that here's a product of three terms, and that's the cause. The choice of topic theta sub k. K only happens if two things happen. One is we decided not to talk about background, so that's probability 1 minus Lambda sub b. Second, we also have to actually choose. Set us up. K among these K topics. So that's probability of serious up cake or pie. And similarly, the probability of generating the water from the second topic and his first topic popular like what you're seeing here and then. So in the end, the probability of observing the world is just a sum of all these cases.	ok , so similarly we can figure out the probability of observe the world from another topic . a topical theta sub k. now notice that here be a product of three term , and that be the cause . the choice of topic theta sub k. K only happen if two thing happen . one be we decide not to talk about background , so that be probability 1 minus Lambda sub b. Second , we also have to actually choose . set we up . k among these K topic . so that be probability of serious up cake or pie . and similarly , the probability of generate the water from the second topic and his first topic popular like what you be see here and then . so in the end , the probability of observe the world be just a sum of all these case .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772879	176	00:06:32.38	00:06:47.59	And I have to stress again, this is a very important formula to know because. This is really key to know to for understanding all the topic models and indeed a lot of mixture models, so make sure that you really understand the probability.	and I have to stress again , this be a very important formula to know because . this be really key to know to for understand all the topic model and indeed a lot of mixture model , so make sure that you really understand the probability .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772879	177	00:06:48.29	00:06:52.86	Of W is indeed the some of these terms.	of w be indeed the some of these term .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772887	195	00:06:56.44	00:07:31.77	So next, once we have the likelihood function, we would be interested in knowing the parameters right? So to estimate the parameters. But first let's put all these together to have the complete likelihood function for PLSA. Now the first line shows the probability of a word as illustrated on the previous slide and this is an important formula as I said. And so let's take a closer look at this. After that contains all the important parameters. So first we see Lambda sub b here. This represents the percentage of background words.	so next , once we have the likelihood function , we would be interested in know the parameter right ? so to estimate the parameter . but first let 's put all these together to have the complete likelihood function for PLSA . now the first line show the probability of a word as illustrate on the previous slide and this be an important formula as I say . and so let 's take a close look at this . after that contain all the important parameter . so first we see Lambda sub b here . this represent the percentage of background word .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772888	198	00:07:32.42	00:07:39.39	That would believe exist in the text data and this can be unknown value that we set empirically.	that would believe exist in the text datum and this can be unknown value that we set empirically .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772891	205	00:07:41.09	00:07:51.95	second we see the background language model and typically we also assume this is known. We can use a large collection of text or use all the tests that we have available to estimate the water distribution.	second we see the background language model and typically we also assume this be know . we can use a large collection of text or use all the test that we have available to estimate the water distribution .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772891	206	00:07:52.7	00:07:55.29	Now next in the rest of this formula.	now next in the rest of this formula .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772894	212	00:07:56.39	00:08:10.46	Excuse me, you see two interesting kinds of parameters. Those are the most important parameters that we are asked, so one is pies and these are the coverage of topic in the document.	excuse I , you see two interesting kind of parameter . those be the most important parameter that we be ask , so one be pie and these be the coverage of topic in the document .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772895	214	00:08:11.16	00:08:15.41	And the other is the word distributions that characterize all the topics.	and the other be the word distribution that characterize all the topic .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.7729	227	00:08:17.93	00:08:48.91	So the next line then is simply to plug this in to calculate the probability of document. This is again of the familiar form where you have some and you have account of world in the document and then log of a probability. Now it's a little bit more complicated than the two component because now we have more components. So the sum involves more terms and then this line is just the like holder for the whole collection and it's very similar.	so the next line then be simply to plug this in to calculate the probability of document . this be again of the familiar form where you have some and you have account of world in the document and then log of a probability . now it be a little bit more complicated than the two component because now we have more component . so the sum involve more term and then this line be just the like holder for the whole collection and it be very similar .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772901	229	00:08:49	00:08:51.23	Just accounting for more documents in the collection.	just account for more document in the collection .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772902	233	00:08:52.37	00:08:58.35	So what are the unknown primers? I already said there are two kinds on his coverage. One is awarded distributions.	so what be the unknown primer ? I already say there be two kind on his coverage . one be award distribution .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772903	236	00:08:59.04	00:09:04.92	Again, it's a useful exercise for you to figure out exactly how many premise there on here.	again , it be a useful exercise for you to figure out exactly how many premise there on here .
1cc2d7fa-3d11-49fa-b979-ef5e9442466f	2020-11-02 22:56:18.772907	244	00:09:05.66	00:09:22.609999	How many unknown parameters are there? Now trying to figure out that question would help you understand the model in more detail, and it would also allow you to understand what would be the output that we generate when we use PLSA to analyze text data, and these are precisely the unknown parameters.	how many unknown parameter be there ? now try to figure out that question would help you understand the model in more detail , and it would also allow you to understand what would be the output that we generate when we use PLSA to analyze text datum , and these be precisely the unknown parameter .
